Substance,CAS,URL Link,Uses
N-Methylpyrrolidone,872-50-4,https://pubchem.ncbi.nlm.nih.gov/compound/872-50-4,Solvents (for cleaning or degreasing)
N-Methylpyrrolidone,872-50-4,https://pubchem.ncbi.nlm.nih.gov/compound/872-50-4,Solvents (which become part of product formulation or mixture)
N-Methylpyrrolidone,872-50-4,https://pubchem.ncbi.nlm.nih.gov/compound/872-50-4,Adhesives and Sealants
N-Methylpyrrolidone,872-50-4,https://pubchem.ncbi.nlm.nih.gov/compound/872-50-4,Electrical and Electronic Products
N-Methylpyrrolidone,872-50-4,https://pubchem.ncbi.nlm.nih.gov/compound/872-50-4,Fabric
N-Methylpyrrolidone,872-50-4,https://pubchem.ncbi.nlm.nih.gov/compound/872-50-4,Textile
N-Methylpyrrolidone,872-50-4,https://pubchem.ncbi.nlm.nih.gov/compound/872-50-4, Leather Products not covered elsewhere
N-Methylpyrrolidone,872-50-4,https://pubchem.ncbi.nlm.nih.gov/compound/872-50-4,Metal Products not covered elsewhere
N-Methylpyrrolidone,872-50-4,https://pubchem.ncbi.nlm.nih.gov/compound/872-50-4,Paints and Coatings
α-Methyl styrene (alpha-Methylstyrene),,,
,,,
Methyltestosterone,58-18-4,https://pubchem.ncbi.nlm.nih.gov/compound/58-18-4,
Methylthiouracil,56-04-2,https://pubchem.ncbi.nlm.nih.gov/compound/56-04-2,
Metiram,,,
Metiram,,,
Metronidazole,443-48-1,https://pubchem.ncbi.nlm.nih.gov/compound/443-48-1,Human drug
Michler's ketone,90-94-8,https://pubchem.ncbi.nlm.nih.gov/compound/90-94-8,
Midazolam hydrochloride,,,
Minocycline hydrochloride (internal use),,,
Mirex,2385-85-5,https://pubchem.ncbi.nlm.nih.gov/compound/2385-85-5,
Misoprostol,59122-46-2,https://pubchem.ncbi.nlm.nih.gov/compound/59122-46-2,
Mitomycin C,50-07-7,https://pubchem.ncbi.nlm.nih.gov/compound/50-07-7,
Mitoxantrone hydrochloride,,,
Mitoxantrone hydrochloride,,,
Molinate,2212-67-1,https://pubchem.ncbi.nlm.nih.gov/compound/2212-67-1,
"MON 4660 (dichloroacetyl-1-oxa-4-azaspiro(4,5)-decane",,,
MON 13900 (furilazole),,,
"3-Monochloropropane-1,2-diol (3-MCPD)",,,
Monocrotaline,315-22-0,https://pubchem.ncbi.nlm.nih.gov/compound/315-22-0,
MOPP (vincristine-prednisone-nitrogen mustard-procarbazine mixture),,,
5-(Morpholinomethyl)-3-[(5-nitrofurfuryl-idene)-amino]-2-oxazolidinone,,,
Mustard Gas,505-60-2,https://pubchem.ncbi.nlm.nih.gov/compound/505-60-2,Warfare and Terrorism Agents (used in acts of war or terror)
Mustard Gas,505-60-2,https://pubchem.ncbi.nlm.nih.gov/compound/505-60-2,Sulfur mustard (military designation HD or H) is a blister agent (vesicant) that causes severe
Mustard Gas,505-60-2,https://pubchem.ncbi.nlm.nih.gov/compound/505-60-2,delayed burns to the eyes
Mustard Gas,505-60-2,https://pubchem.ncbi.nlm.nih.gov/compound/505-60-2,skin
Mustard Gas,505-60-2,https://pubchem.ncbi.nlm.nih.gov/compound/505-60-2, respiratory tract
Mustard Gas,505-60-2,https://pubchem.ncbi.nlm.nih.gov/compound/505-60-2,Sulfur mustard damages cells within minutes of contact
Mustard Gas,505-60-2,https://pubchem.ncbi.nlm.nih.gov/compound/505-60-2,however
Mustard Gas,505-60-2,https://pubchem.ncbi.nlm.nih.gov/compound/505-60-2,the onset of pain and other health effects is delayed until hours after exposure
Mustard Gas,505-60-2,https://pubchem.ncbi.nlm.nih.gov/compound/505-60-2,Large exposures to sulfur mustard may be fatal
Mustard Gas,505-60-2,https://pubchem.ncbi.nlm.nih.gov/compound/505-60-2,Sulfur mustard is also an alkylating agent that damages the cells within the bone marrow that are necessary for making blood cells
Mustard Gas,505-60-2,https://pubchem.ncbi.nlm.nih.gov/compound/505-60-2,this affects the body’s immune system
Mustard Gas,505-60-2,https://pubchem.ncbi.nlm.nih.gov/compound/505-60-2,Finally
Mustard Gas,505-60-2,https://pubchem.ncbi.nlm.nih.gov/compound/505-60-2,sulfur mustard also affects a part of the nervous system responsible for everyday bodily function
Mustard Gas,505-60-2,https://pubchem.ncbi.nlm.nih.gov/compound/505-60-2,"causing “cholinergic toxicity,” marked by excessive saliva"
Mustard Gas,505-60-2,https://pubchem.ncbi.nlm.nih.gov/compound/505-60-2,tears and urine
Mustard Gas,505-60-2,https://pubchem.ncbi.nlm.nih.gov/compound/505-60-2,gastrointestinal (GI) cramping and diarrhea
Mustard Gas,505-60-2,https://pubchem.ncbi.nlm.nih.gov/compound/505-60-2,vomiting (emesis)
Mustard Gas,505-60-2,https://pubchem.ncbi.nlm.nih.gov/compound/505-60-2,and constricted or pinpoint pupils (miosis)
Mustard Gas,505-60-2,https://pubchem.ncbi.nlm.nih.gov/compound/505-60-2,Sulfur mustard has been used as a chemical warfare agent to cause delayed casualties
Mustard Gas,505-60-2,https://pubchem.ncbi.nlm.nih.gov/compound/505-60-2,It has an odor of garlic
Mustard Gas,505-60-2,https://pubchem.ncbi.nlm.nih.gov/compound/505-60-2,onion
Mustard Gas,505-60-2,https://pubchem.ncbi.nlm.nih.gov/compound/505-60-2,horseradish
Mustard Gas,505-60-2,https://pubchem.ncbi.nlm.nih.gov/compound/505-60-2,or mustard
Mustard Gas,505-60-2,https://pubchem.ncbi.nlm.nih.gov/compound/505-60-2,odor is not a reliable indicator of sulfur mustard and should not be depended on to warn of sulfur mustard exposure.
MX (3-chloro-4-dichloromethyl-5-hydroxy-2(5H)-furanone),,,
Myclobutanil,88671-89-0,https://pubchem.ncbi.nlm.nih.gov/compound/88671-89-0,
beta-Myrcene,123-35-3,https://pubchem.ncbi.nlm.nih.gov/compound/123-35-3,Food additives 
beta-Myrcene,123-35-3,https://pubchem.ncbi.nlm.nih.gov/compound/123-35-3, Flavoring Agents
beta-Myrcene,123-35-3,https://pubchem.ncbi.nlm.nih.gov/compound/123-35-3,Odor agents
beta-Myrcene,123-35-3,https://pubchem.ncbi.nlm.nih.gov/compound/123-35-3,Solvents (for cleaning or degreasing)
beta-Myrcene,123-35-3,https://pubchem.ncbi.nlm.nih.gov/compound/123-35-3,Cleaning and Furnishing Care Products
beta-Myrcene,123-35-3,https://pubchem.ncbi.nlm.nih.gov/compound/123-35-3,Laundry and Dishwashing Products
Nabam,,,
Nafarelin acetate,,,
Nafenopin,3771-19-5,https://pubchem.ncbi.nlm.nih.gov/compound/3771-19-5,
Nalidixic acid,389-08-2,https://pubchem.ncbi.nlm.nih.gov/compound/389-08-2,
Naphthalene,91-20-3,https://pubchem.ncbi.nlm.nih.gov/compound/91-20-3,The primary use for naphthalene is in the production of phthalic anhydride
Naphthalene,91-20-3,https://pubchem.ncbi.nlm.nih.gov/compound/91-20-3,o-xylene is replacing naphthalene as the preferred raw material for phthalic anhydride production.
Naphthalene,91-20-3,https://pubchem.ncbi.nlm.nih.gov/compound/91-20-3,Other uses of naphthalene include carbamate insecticides
Naphthalene,91-20-3,https://pubchem.ncbi.nlm.nih.gov/compound/91-20-3,surface active agents and resins
Naphthalene,91-20-3,https://pubchem.ncbi.nlm.nih.gov/compound/91-20-3,as a dye intermediate
Naphthalene,91-20-3,https://pubchem.ncbi.nlm.nih.gov/compound/91-20-3,as a synthetic tanning agent
Naphthalene,91-20-3,https://pubchem.ncbi.nlm.nih.gov/compound/91-20-3,as a moth repellent
Naphthalene,91-20-3,https://pubchem.ncbi.nlm.nih.gov/compound/91-20-3, in miscellaneous organic chemicals.
Naphthalene,91-20-3,https://pubchem.ncbi.nlm.nih.gov/compound/91-20-3,Adhesives and sealant chemicals
Naphthalene,91-20-3,https://pubchem.ncbi.nlm.nih.gov/compound/91-20-3,Agricultural chemicals (non-pesticidal)
Naphthalene,91-20-3,https://pubchem.ncbi.nlm.nih.gov/compound/91-20-3,Fuels and fuel additives
Naphthalene,91-20-3,https://pubchem.ncbi.nlm.nih.gov/compound/91-20-3,Functional fluids (closed systems)
Naphthalene,91-20-3,https://pubchem.ncbi.nlm.nih.gov/compound/91-20-3,Ion exchange agents
Naphthalene,91-20-3,https://pubchem.ncbi.nlm.nih.gov/compound/91-20-3,Paint additives and coating additives not described by other categories
Naphthalene,91-20-3,https://pubchem.ncbi.nlm.nih.gov/compound/91-20-3,Processing aids
Naphthalene,91-20-3,https://pubchem.ncbi.nlm.nih.gov/compound/91-20-3,Solvents (which become part of product formulation or mixture)
Naphthalene,91-20-3,https://pubchem.ncbi.nlm.nih.gov/compound/91-20-3,Surface active agents
Naphthalene,91-20-3,https://pubchem.ncbi.nlm.nih.gov/compound/91-20-3,Fuels and Related Products
1-Naphthylamine,134-32-7,https://pubchem.ncbi.nlm.nih.gov/compound/134-32-7,
2-Naphthylamine,91-59-8,https://pubchem.ncbi.nlm.nih.gov/compound/91-59-8,
Neomycin sulfate (internal use),,,
Netilmicin sulfate,,,
Nickel (Metallic),,,
Nickel acetate,,,
Nickel carbonate,,,
Nickel carbonyl,13463-39-3,https://pubchem.ncbi.nlm.nih.gov/compound/13463-39-3,
Nickel carbonyl,13463-39-3,https://pubchem.ncbi.nlm.nih.gov/compound/13463-39-3,
Nickel compounds,,,
Nickel hydroxide,,,
Nickelocene,1271-28-9,https://pubchem.ncbi.nlm.nih.gov/compound/1271-28-9,
Nickel oxide,,,
Nickel refinery dust from the pyrometallurgical process,,,
Nickel subsulfide,,,
Nicotine,54-11-5,https://pubchem.ncbi.nlm.nih.gov/compound/54-11-5,Nicotine is a naturally occurring toxic chemical found in tobacco plants
Nicotine,54-11-5,https://pubchem.ncbi.nlm.nih.gov/compound/54-11-5,It has a fishy odor when warm
Nicotine,54-11-5,https://pubchem.ncbi.nlm.nih.gov/compound/54-11-5,Cigarettes
Nicotine,54-11-5,https://pubchem.ncbi.nlm.nih.gov/compound/54-11-5,cigars
Nicotine,54-11-5,https://pubchem.ncbi.nlm.nih.gov/compound/54-11-5,other tobacco products
Nicotine,54-11-5,https://pubchem.ncbi.nlm.nih.gov/compound/54-11-5, tobacco smoke contain nicotine
Nicotine,54-11-5,https://pubchem.ncbi.nlm.nih.gov/compound/54-11-5,Worker exposure may occur during processing and extraction of tobacco
Nicotine,54-11-5,https://pubchem.ncbi.nlm.nih.gov/compound/54-11-5,At one time
Nicotine,54-11-5,https://pubchem.ncbi.nlm.nih.gov/compound/54-11-5,nicotine was used in the United States as an insecticide and fumigant
Nicotine,54-11-5,https://pubchem.ncbi.nlm.nih.gov/compound/54-11-5,however
Nicotine,54-11-5,https://pubchem.ncbi.nlm.nih.gov/compound/54-11-5,it is no longer produced or used in this country for this purpose
Nicotine,54-11-5,https://pubchem.ncbi.nlm.nih.gov/compound/54-11-5,Nicotine affects the nervous system and the heart
Nicotine,54-11-5,https://pubchem.ncbi.nlm.nih.gov/compound/54-11-5,Exposure to relatively small amounts can rapidly be fatal.
Nifedipine,21829-25-4,https://pubchem.ncbi.nlm.nih.gov/compound/21829-25-4,Human drug
Nimodipine,66085-59-4,https://pubchem.ncbi.nlm.nih.gov/compound/66085-59-4,Human drug
Niridazole,61-57-4,https://pubchem.ncbi.nlm.nih.gov/compound/61-57-4,
"Nitrapyrin [Basis for listing changed effective on November 4, 2015]",,,
Nitrapyrin,1929-82-4,https://pubchem.ncbi.nlm.nih.gov/compound/1929-82-4,Nitrogen stabilizer
Nitrilotriacetic acid,139-13-9,https://pubchem.ncbi.nlm.nih.gov/compound/139-13-9,
"Nitrilotriacetic acid, trisodium salt monohydrate",,,
5-Nitroacenaphthene,602-87-9,https://pubchem.ncbi.nlm.nih.gov/compound/602-87-9,
o-Nitroanisole,91-23-6,https://pubchem.ncbi.nlm.nih.gov/compound/91-23-6,
Nitrobenzene,98-95-3,https://pubchem.ncbi.nlm.nih.gov/compound/98-95-3,Volatile organic compounds
Nitrobenzene,98-95-3,https://pubchem.ncbi.nlm.nih.gov/compound/98-95-3,The majority of nitrobenzene is used to manufacture aniline
Nitrobenzene,98-95-3,https://pubchem.ncbi.nlm.nih.gov/compound/98-95-3,which is a chemical used in the manufacture of polyurethane
Nitrobenzene,98-95-3,https://pubchem.ncbi.nlm.nih.gov/compound/98-95-3,Nitrobenzene is also used to produce lubricating oils and in the manufacture of dyes
Nitrobenzene,98-95-3,https://pubchem.ncbi.nlm.nih.gov/compound/98-95-3,drugs
Nitrobenzene,98-95-3,https://pubchem.ncbi.nlm.nih.gov/compound/98-95-3,pesticides
Nitrobenzene,98-95-3,https://pubchem.ncbi.nlm.nih.gov/compound/98-95-3, synthetic rubber.
Nitrobenzene,98-95-3,https://pubchem.ncbi.nlm.nih.gov/compound/98-95-3,Volatile organic compounds
Nitrobenzene,98-95-3,https://pubchem.ncbi.nlm.nih.gov/compound/98-95-3,The majority of nitrobenzene is used to manufacture aniline
Nitrobenzene,98-95-3,https://pubchem.ncbi.nlm.nih.gov/compound/98-95-3,which is a chemical used in the manufacture of polyurethane
Nitrobenzene,98-95-3,https://pubchem.ncbi.nlm.nih.gov/compound/98-95-3,Nitrobenzene is also used to produce lubricating oils and in the manufacture of dyes
Nitrobenzene,98-95-3,https://pubchem.ncbi.nlm.nih.gov/compound/98-95-3,drugs
Nitrobenzene,98-95-3,https://pubchem.ncbi.nlm.nih.gov/compound/98-95-3,pesticides
Nitrobenzene,98-95-3,https://pubchem.ncbi.nlm.nih.gov/compound/98-95-3, synthetic rubber.
4-Nitrobiphenyl,92-93-3,https://pubchem.ncbi.nlm.nih.gov/compound/92-93-3,4-Nitrobiphenyl is no longer manufactured
4-Nitrobiphenyl,92-93-3,https://pubchem.ncbi.nlm.nih.gov/compound/92-93-3,imported
4-Nitrobiphenyl,92-93-3,https://pubchem.ncbi.nlm.nih.gov/compound/92-93-3,used
4-Nitrobiphenyl,92-93-3,https://pubchem.ncbi.nlm.nih.gov/compound/92-93-3,or sold in the United States.
6-Nitrochrysene,2/8/96,https://pubchem.ncbi.nlm.nih.gov/compound/7496-02-8,
Nitrofen (technical grade),,,
2-Nitrofluorene,607-57-8,https://pubchem.ncbi.nlm.nih.gov/compound/607-57-8,
Nitrofurantoin,67-20-9,https://pubchem.ncbi.nlm.nih.gov/compound/67-20-9,
Nitrofurazone,59-87-0,https://pubchem.ncbi.nlm.nih.gov/compound/59-87-0,
1-[(5-Nitrofurfurylidene)-amino]-2-imidazolidinone,,,
N-[4-(5-Nitro-2-furyl)-2-thiazolyl]acetamide,,,
Nitrogen mustard (Mechlorethamine),,,
Nitrogen mustard (Mechlorethamine),,,
Nitrogen mustard hydrochloride (Mechlorethamine hydrochloride),,,
Nitrogen mustard hydrochloride (Mechlorethamine hydrochloride),,,
Nitrogen mustard N-oxide,,,
Nitrogen mustard N-oxide hydrochloride,,,
Nitromethane,75-52-5,https://pubchem.ncbi.nlm.nih.gov/compound/75-52-5,Agricultural chemicals (non-pesticidal)
Nitromethane,75-52-5,https://pubchem.ncbi.nlm.nih.gov/compound/75-52-5,Fuels and fuel additives
Nitromethane,75-52-5,https://pubchem.ncbi.nlm.nih.gov/compound/75-52-5,Fuels and Related Products
2-Nitropropane,79-46-9,https://pubchem.ncbi.nlm.nih.gov/compound/79-46-9,2-Nitropropane is primarily used as a solvent for organic compounds
2-Nitropropane,79-46-9,https://pubchem.ncbi.nlm.nih.gov/compound/79-46-9,coatings
2-Nitropropane,79-46-9,https://pubchem.ncbi.nlm.nih.gov/compound/79-46-9,inks
2-Nitropropane,79-46-9,https://pubchem.ncbi.nlm.nih.gov/compound/79-46-9,dyes
2-Nitropropane,79-46-9,https://pubchem.ncbi.nlm.nih.gov/compound/79-46-9,adhesives
2-Nitropropane,79-46-9,https://pubchem.ncbi.nlm.nih.gov/compound/79-46-9, vinyl resins
2-Nitropropane,79-46-9,https://pubchem.ncbi.nlm.nih.gov/compound/79-46-9,It improves drying time
2-Nitropropane,79-46-9,https://pubchem.ncbi.nlm.nih.gov/compound/79-46-9,insures more complete solvent release
2-Nitropropane,79-46-9,https://pubchem.ncbi.nlm.nih.gov/compound/79-46-9,provides better flow characteristics
2-Nitropropane,79-46-9,https://pubchem.ncbi.nlm.nih.gov/compound/79-46-9, insures greater pigment dispersion.
2-Nitropropane,79-46-9,https://pubchem.ncbi.nlm.nih.gov/compound/79-46-9,2-Nitropropane has a minor use as an additive in explosives
2-Nitropropane,79-46-9,https://pubchem.ncbi.nlm.nih.gov/compound/79-46-9,propellants
2-Nitropropane,79-46-9,https://pubchem.ncbi.nlm.nih.gov/compound/79-46-9, fuels (in racing cars)
2-Nitropropane,79-46-9,https://pubchem.ncbi.nlm.nih.gov/compound/79-46-9,It also has limited use as a paint and varnish remover.
2-Nitropropane,79-46-9,https://pubchem.ncbi.nlm.nih.gov/compound/79-46-9,2-Nitropropane serves as an intermediate in the synthesis of some pharmaceuticals
2-Nitropropane,79-46-9,https://pubchem.ncbi.nlm.nih.gov/compound/79-46-9,dyes
2-Nitropropane,79-46-9,https://pubchem.ncbi.nlm.nih.gov/compound/79-46-9,insecticides
2-Nitropropane,79-46-9,https://pubchem.ncbi.nlm.nih.gov/compound/79-46-9, textile chemicals.
1-Nitropyrene,5522-43-0,https://pubchem.ncbi.nlm.nih.gov/compound/5522-43-0,
4-Nitropyrene,57835-92-4,https://pubchem.ncbi.nlm.nih.gov/compound/57835-92-4,
N-Nitrosodi-n-butylamine,924-16-3,https://pubchem.ncbi.nlm.nih.gov/compound/924-16-3,
N-Nitrosodiethanolamine,,,
N-Nitrosodiethylamine,55-18-5,https://pubchem.ncbi.nlm.nih.gov/compound/55-18-5,
N-Nitrosodimethylamine,62-75-9,https://pubchem.ncbi.nlm.nih.gov/compound/62-75-9,N-Nitrosodimethylamine is primarily used as a research chemical.
N-Nitrosodimethylamine,62-75-9,https://pubchem.ncbi.nlm.nih.gov/compound/62-75-9,N-Nitrosodimethylamine has been used as an antioxidant
N-Nitrosodimethylamine,62-75-9,https://pubchem.ncbi.nlm.nih.gov/compound/62-75-9,as an additive for lubricants
N-Nitrosodimethylamine,62-75-9,https://pubchem.ncbi.nlm.nih.gov/compound/62-75-9, as a softener of copolymers.
